epoch,train_loss,train_ce_loss,train_sim_loss,train_qed_loss,val_loss,validity,dQED,SimSrc,SimTgt,positive_dqed_rate,sim30_rate,sim40_rate,opt30_rate,opt40_rate,score,valid_count,invalid_count
27,0.7318051266563996,0.7253919235813547,0.0022850207462157507,0.001376060332864,0.8279431191492105,1.0,0.008624154394006527,0.2598437820980919,0.21584717036131384,0.6047557840616966,0.33483290488431877,0.16838046272493573,0.2782776349614396,0.13946015424164523,3.5682452584761086,1556,0
28,0.7001713309725734,0.6937590692873821,0.0022860948263414447,0.0013753898744698098,0.8353606735094078,1.0,0.00873596229657755,0.26244930941392663,0.22022623815663522,0.6105398457583547,0.34511568123393316,0.15809768637532134,0.2847043701799486,0.13431876606683804,3.5854725543313197,1556,0
29,0.6874046722255727,0.6811235446016204,0.0022543213255467503,0.0013422694363898165,0.8423359030899845,1.0,0.006095830967913861,0.26180154999135624,0.21798862611742936,0.615681233933162,0.34640102827763497,0.17994858611825193,0.28727506426735216,0.15424164524421594,3.5825595736881812,1556,0
30,0.6639042532624087,0.6576671154702408,0.002258545211207299,0.001326197217043022,0.851379619504123,1.0,0.01577554686339227,0.26123613328978673,0.21785842714859885,0.6066838046272494,0.3444730077120823,0.17609254498714652,0.28213367609254497,0.14974293059125965,3.639960944220347,1556,0
31,0.6365452944606201,0.6303968839114545,0.0022669472018348284,0.0012938210783725497,0.8619989836917569,1.0,0.013030318309823336,0.27316792195512357,0.22404601901424961,0.6188946015424165,0.38496143958868895,0.198586118251928,0.31426735218509,0.16580976863753213,3.707108931430799,1556,0
32,0.6160037645857012,0.609949790189482,0.0022392132759625595,0.0012715868546030785,0.8663400243268282,1.0,0.020223252100673196,0.2735068895778107,0.22803304345911654,0.6381748071979434,0.38303341902313626,0.20051413881748073,0.3264781491002571,0.17480719794344474,3.805724217588177,1556,0
33,0.5901088138066152,0.5840339886976602,0.0022316128344839524,0.0012810707205766275,0.8745580966783909,1.0,0.019134986568346023,0.27489539130854473,0.22941163406047532,0.634318766066838,0.39652956298200515,0.18508997429305912,0.33547557840616965,0.16388174807197944,3.798501795287113,1556,0
34,0.5928082628738268,0.5869060906355792,0.002244786530599047,0.0012191283886048602,0.8976762000835088,1.0,0.016498309648215467,0.2664630595639095,0.22299335268435413,0.6330334190231363,0.39460154241645246,0.18251928020565553,0.34383033419023135,0.16580976863753213,3.7600416601380076,1556,0
35,0.5872792677921568,0.5814410590708657,0.0022426306405532006,0.0011985259919853005,0.9151290008429176,1.0,0.0030761413847852207,0.27545331637738973,0.22653439861276645,0.6086118251928021,0.41452442159383035,0.18637532133676094,0.34383033419023135,0.16259640102827763,3.6485873442823857,1556,0
36,0.5731554590029448,0.5673002609375487,0.0022291616110984807,0.0012086795282793285,0.9037149415179777,1.0,0.026388638211114677,0.27715878097099605,0.23018398073030322,0.6529562982005142,0.41645244215938304,0.19665809768637532,0.35796915167095117,0.17416452442159383,3.906127300160445,1556,0
37,0.5499001126754949,0.5441071567376168,0.0022167496352109924,0.0011920684941567601,0.911774684982894,1.0,0.006876383307288506,0.2795501527869985,0.23134241422951501,0.6246786632390745,0.43251928020565555,0.19023136246786632,0.3643958868894602,0.16195372750642673,3.7296798261289945,1556,0
38,0.5279137343096821,0.5221671256056456,0.0022120877050803953,0.0011781737321478938,0.9321725964980436,1.0,0.027367633163852552,0.28628167063299853,0.23524910511248098,0.6754498714652957,0.45115681233933164,0.21143958868894602,0.39203084832904883,0.18573264781491003,3.9997020258087135,1556,0
39,0.5223467049605092,0.5166364215405398,0.0022019747177507575,0.0011694359107588543,0.9331069039346458,1.0,0.02501880161022084,0.28622594274952334,0.2362294483155828,0.6651670951156813,0.4505141388174807,0.1953727506426735,0.3991002570694087,0.17737789203084833,3.9751666641099814,1556,0
40,0.4319207004488771,0.42668745796707713,0.0021772737397172323,0.001018656305345384,0.9426830814483604,1.0,0.039774638743675254,0.29572457327225204,0.2433471149844897,0.724293059125964,0.5186375321336761,0.21465295629820053,0.487146529562982,0.2043701799485861,4.2919631819239425,1556,0
41,0.38443390446842995,0.3794038137674981,0.002163087745531909,0.0009556676393537248,0.9592282044796767,1.0,0.0524787700471858,0.30640881548848753,0.24906625505790236,0.756426735218509,0.5424164524421594,0.2326478149100257,0.506426735218509,0.2159383033419023,4.475472518626968,1556,0
42,0.37301928331276574,0.3680596356370707,0.002167708012065041,0.0009306464621896827,0.9745996006829428,1.0,0.05598830526755432,0.30954863345403955,0.2523784716717706,0.7602827763496144,0.5687660668380463,0.2377892030848329,0.5308483290488432,0.2217223650385604,4.547084368552848,1556,0
43,0.3599783542361612,0.355044514853331,0.0021472470123162363,0.0009288645382740448,0.9852657542489487,1.0,0.056451298430526535,0.3097792978249468,0.25144795272630077,0.7519280205655527,0.5642673521850899,0.2403598971722365,0.531491002570694,0.2262210796915167,4.545872268261105,1556,0
44,0.34234714371763736,0.33742271190136625,0.002159233954363298,0.0009217326095585455,0.9999711896771022,1.0,0.05538481720072559,0.3124789635076711,0.2549461002553747,0.762853470437018,0.5829048843187661,0.2461439588688946,0.5475578406169666,0.2345758354755784,4.578001180411539,1556,0
45,0.3399912750189279,0.33515383978355767,0.0021394997664704787,0.0008993119083800043,1.0076906854836591,1.0,0.053178557437992435,0.3112909426549689,0.25340486299731385,0.762853470437018,0.5931876606683805,0.23136246786632392,0.5629820051413882,0.2236503856041131,4.56465856171703,1556,0
46,0.3268684876181511,0.32202975109988907,0.0021417934847698336,0.0008989811119060117,1.022068095304193,1.0,0.05832403319654871,0.31800001416676665,0.25876309068327213,0.782133676092545,0.6131105398457584,0.2422879177377892,0.5764781491002571,0.2294344473007712,4.657970043163318,1556,0
47,0.309266317927608,0.3045158450022167,0.002134166944337653,0.000872101823101397,1.0232058265718242,1.0,0.05913152534348548,0.3146292700826775,0.2552072112192334,0.7834190231362468,0.6066838046272494,0.23393316195372751,0.5745501285347043,0.2210796915167095,4.645935914782118,1556,0
48,0.3169088432271021,0.3122200395337292,0.002138372132090056,0.0008501439413274081,1.0482780771245899,1.0,0.0543967601812087,0.3145888097799416,0.254511989236338,0.7705655526992288,0.6105398457583547,0.2345758354755784,0.5726221079691517,0.2217223650385604,4.590184938574186,1556,0
49,0.305755513260623,0.3010915729181899,0.002123664247806873,0.0008467588067897312,1.0419998468007594,1.0,0.06322782738979664,0.3171716194665072,0.2587970440848416,0.794344473007712,0.6240359897172236,0.2422879177377892,0.5976863753213367,0.2345758354755784,4.730922829948313,1556,0
50,0.28807492194232154,0.283430390566133,0.0021173946289289518,0.000842378903401099,1.0533928748008452,1.0,0.05963947919583847,0.3203153945713708,0.2593078414953773,0.787917737789203,0.6298200514138818,0.2525706940874036,0.602827763496144,0.24293059125964012,4.714447868679105,1556,0
51,0.29581542148790385,0.2912565553214274,0.0021102968197327966,0.0008161900741413362,1.0646917374867586,1.0,0.053738832646056695,0.3160925328164493,0.25630417377183246,0.7834190231362468,0.6330334190231363,0.2377892030848329,0.6021850899742931,0.22814910025706941,4.637338159759637,1556,0
52,0.29690931149856176,0.2922949845533167,0.002108269714215197,0.0008353524821174495,1.0590899204914614,1.0,0.06530525971292792,0.3150851047651788,0.25535114542657034,0.8129820051413882,0.6124678663239075,0.2358611825192802,0.5906169665809768,0.2236503856041131,4.734191721055632,1556,0
53,0.2859256598522398,0.2814298042083973,0.0021027177366214687,0.0007977128264416917,1.0745316457381175,1.0,0.05782022673563317,0.32258940959384735,0.259733663765509,0.7847043701799485,0.6336760925449871,0.2397172236503856,0.6060411311053985,0.230719794344473,4.69215665663666,1556,0
54,0.2850643790867193,0.28050756835465007,0.002092925967752085,0.0008212950489830544,1.0801303615570235,1.0,0.05595594730972739,0.3171074471446037,0.2579568259306344,0.7769922879177378,0.6253213367609255,0.2474293059125964,0.602827763496144,0.2397172236503856,4.660554151836129,1556,0
55,0.27663667827116867,0.27213816316730466,0.0020922397597036907,0.0008020918515812487,1.084990731378629,1.0,0.06180091364757371,0.3154251555238284,0.2585598646165368,0.7892030848329049,0.6266066838046273,0.2326478149100257,0.596401028277635,0.224293059125964,4.693297487669314,1556,0
56,0.2666189701927502,0.2621918820689539,0.002075254325783467,0.0007839444702710748,1.096437184885616,1.0,0.06050998395275017,0.3193578457754352,0.25881805375979144,0.7872750642673522,0.6349614395886889,0.243573264781491,0.6079691516709511,0.23393316195372751,4.708855742937545,1556,0
57,0.2632818371817297,0.25889007075100673,0.002074009247401753,0.0007725855633314487,1.1067721591409592,1.0,0.05829884800198122,0.31817159500306114,0.25810255138149174,0.7904884318766067,0.6330334190231363,0.25,0.6073264781491002,0.2384318766066838,4.691410114140825,1556,0
58,0.2672549235886926,0.26279236818715446,0.0020730370345312904,0.0007965060325292795,1.0971177173840287,1.0,0.06204931378573487,0.31661265355345813,0.257135227291878,0.7969151670951157,0.62853470437018,0.2403598971722365,0.6047557840616966,0.2268637532133676,4.71206157832869,1556,0
59,0.2686369399817484,0.26421493356285614,0.0020683547252239223,0.0007845507507335384,1.1071678782050742,1.0,0.059449861083121495,0.31921363363581795,0.25686820327089066,0.781491002570694,0.6413881748071979,0.2461439588688946,0.609254498714653,0.23393316195372751,4.692905513643605,1556,0
60,0.24997329517178515,0.24570723258448007,0.00206624256044524,0.0007332734625071139,1.1230789484577566,1.0,0.06356048767021838,0.323685729208689,0.2608863268216177,0.7924164524421594,0.6703084832904884,0.2532133676092545,0.6362467866323908,0.2390745501285347,4.780814842924615,1556,0
61,0.21422264795571358,0.21013647233411195,0.002026301177668823,0.0006866250708203813,1.122294347884142,1.0,0.0658784187946798,0.3279391283317466,0.26421199278666824,0.8168380462724936,0.6722365038560412,0.2622107969151671,0.6516709511568124,0.2544987146529563,4.8617332803593065,1556,0
62,0.19575901585549807,0.19177180301162128,0.0020214720131885057,0.0006552471127690416,1.1284228157714673,1.0,0.06792775879674443,0.3272532023825042,0.26477131020281897,0.8142673521850899,0.6696658097686375,0.2493573264781491,0.6433161953727506,0.2377892030848329,4.850639900850729,1556,0
63,0.18959088232714386,0.1856571064994366,0.0020157618734347946,0.0006393380099959777,1.141034018889782,1.0,0.06804110592098715,0.3275283504829563,0.2664415119647997,0.8116966580976864,0.6677377892030848,0.2660668380462725,0.6465295629820051,0.256426735218509,4.867954446752016,1556,0
64,0.19023354130582776,0.18628654918246,0.002004762395242019,0.0006474100519507687,1.1528809343202597,1.0,0.06436042325061656,0.32991332500721066,0.2651818338900915,0.8014138817480719,0.6722365038560412,0.2667095115681234,0.6433161953727506,0.2506426735218509,4.822940361708632,1556,0
65,0.18835162950717815,0.18444332264878097,0.00200377299685902,0.0006348448114218712,1.159434718477023,1.0,0.06863955588072435,0.32805203334840216,0.2638058220097718,0.8142673521850899,0.6722365038560412,0.26413881748071977,0.6503856041131105,0.2538560411311054,4.872100831645655,1556,0
66,0.1804101418539675,0.17657775660843425,0.0019872656081432512,0.0006150399072509763,1.1641511659614252,1.0,0.0697861545060073,0.3293026728354994,0.26659261367535014,0.8213367609254498,0.6767352185089974,0.26735218508997427,0.6542416452442159,0.2544987146529563,4.896415316957906,1556,0
67,0.1887930172911461,0.18495380034443604,0.0019782341106904977,0.0006203275673900911,1.1619029506590979,1.0,0.07164048703174493,0.32937472652780614,0.265693545206638,0.8316195372750642,0.6812339331619537,0.2699228791773779,0.6625964010282777,0.2609254498714653,4.934337975335547,1556,0
68,0.17813753990706827,0.17431531494267355,0.0019830495298406776,0.0006130585160360462,1.1714241946345905,1.0,0.0728414133042814,0.33056054677645613,0.26615034674035,0.827120822622108,0.6812339331619537,0.2699228791773779,0.6606683804627249,0.2609254498714653,4.9389569823507244,1556,0
69,0.1858134460221053,0.1820276585939036,0.001972261180687695,0.0006045088411775819,1.1743614363965214,1.0,0.0722281156640722,0.3279932879345065,0.26479929024996074,0.8232647814910026,0.6735218508997429,0.2577120822622108,0.6561696658097687,0.2493573264781491,4.90923978949929,1556,0
70,0.17251414762103182,0.16878492140764684,0.001956484142760119,0.0005909141393688574,1.1793085320763315,1.0,0.07254124197406003,0.32708458513756394,0.26500499653507703,0.8258354755784062,0.6735218508997429,0.2570694087403599,0.6516709511568124,0.2480719794344473,4.904773501585876,1556,0
71,0.18855453113130405,0.18480289904500247,0.0019502823736267938,0.0006004499408516463,1.1809353666502724,1.0,0.06990339778838822,0.32895439480972477,0.2649269584968619,0.820694087403599,0.6683804627249358,0.256426735218509,0.6491002570694088,0.2448586118251928,4.877238324959687,1556,0
72,0.18523122168101988,0.18152544715184682,0.0019350840658709622,0.0005902298703375113,1.1805881339801352,1.0,0.07001210845912503,0.32598344834211856,0.2633434080853825,0.8200514138817481,0.6670951156812339,0.2532133676092545,0.6491002570694088,0.2448586118251928,4.870137874695437,1556,0
73,0.17851328071226874,0.17480989350107948,0.001928288995048713,0.0005916994002751561,1.1847511074226258,1.0,0.06870649661771157,0.3271443912782464,0.2630310297085237,0.8264781491002571,0.6754498714652957,0.2551413881748072,0.660025706940874,0.2474293059125964,4.8811783760615155,1556,0
74,0.17512559995544624,0.17145653547513623,0.0019195161960797178,0.0005831831024915042,1.1923248809290992,1.0,0.0687516984408749,0.33053406872361024,0.26587273415492924,0.8219794344473008,0.6748071979434447,0.2596401028277635,0.6555269922879178,0.2512853470437018,4.883733698881633,1556,0
75,0.1760230868266142,0.17240774638660114,0.0019079950413782058,0.0005691150063977974,1.1983732034201817,1.0,0.0712178205114364,0.3261263255046145,0.2630405729256363,0.8303341902313625,0.6741645244215938,0.2506426735218509,0.653598971722365,0.2422879177377892,4.88777759978448,1556,0
76,0.17368151254818018,0.1700618609296124,0.0019004432855482894,0.0005730695977482161,1.1968842676880187,1.0,0.07181134438439002,0.32723107468417656,0.26344653044836186,0.8136246786632391,0.6760925449871465,0.2577120822622108,0.653598971722365,0.2487146529562982,4.887212812716699,1556,0
77,0.1747084815751377,0.17110393544663186,0.0019020112524218348,0.0005675118019569929,1.2005381654947413,1.0,0.06276793610892685,0.32848755757639597,0.26415223695679185,0.8142673521850899,0.6818766066838047,0.2615681233933162,0.6529562982005142,0.2487146529562982,4.817096369835778,1556,0
78,0.17396254456147237,0.17038918941103423,0.0018953999620828466,0.0005593183440144754,1.1993323110611478,1.0,0.0681290436797997,0.3273662162875636,0.2636240512170383,0.8136246786632391,0.6773778920308483,0.2667095115681234,0.6484575835475579,0.2525706940874036,4.8546277694759175,1556,0
79,0.16540128223097023,0.16190379657437157,0.0018737874997472672,0.0005412327142277559,1.2140860510348852,1.0,0.07256865660871423,0.327281796795432,0.2631439496962026,0.8277634961439588,0.6754498714652957,0.2615681233933162,0.6555269922879178,0.2506426735218509,4.904796912427953,1556,0
80,0.16838377398515103,0.16485612991412057,0.0018688858496097693,0.0005529196241115148,1.2168670822969407,1.0,0.06939171335110764,0.32824373367782284,0.2656642823388065,0.8104113110539846,0.679305912596401,0.2615681233933162,0.6510282776349614,0.2474293059125964,4.861418466779144,1556,0
